priority,url,file,language,page_type,in_sitemap,gsc_clicks,gsc_impressions,gsc_ctr,gsc_position,primary_keyword,supporting_keywords,title,title_length,meta_description_length,h1,word_count,issues,recommendations
P3,https://anyconverter.io/protect-pdf/,protect-pdf\index.html,en,tool,yes,,,,,Protect PDF with Password,,Protect PDF with Password Online Free | AnyConverter,52,157,Protect PDF with Password,212,Thin visible content (212 words); No reliable matched GSC query data yet,"Add a concise SEO section with use cases, examples, limitations, FAQs, and related-tool links. Use the page title/URL as the primary keyword, then add examples and internal links to help Google understand the page. No GSC impressions yet: link to this page from relevant hubs and related tools, then monitor for 2-4 weeks."
P3,https://anyconverter.io/qr-code-generator/,qr-code-generator\index.html,en,tool,yes,,,,,qr code generator gratis,generate qr online; gen qr code online,QR Code Generator Online Free | AnyConverter,44,140,QR Code Generator,455,Thin visible content (455 words); Primary GSC keyword not fully aligned on-page,"Add a concise SEO section with use cases, examples, limitations, FAQs, and related-tool links. Use 'qr code generator gratis' naturally in the title/meta/H1 or first SEO section where it reads well. No GSC impressions yet: link to this page from relevant hubs and related tools, then monitor for 2-4 weeks."
P3,https://anyconverter.io/random-number-generator/,random-number-generator\index.html,en,tool,yes,,,,,Random Number Generator,,Random Number Generator Online Free | AnyConverter,50,158,Random Number Generator,457,Thin visible content (457 words); No reliable matched GSC query data yet,"Add a concise SEO section with use cases, examples, limitations, FAQs, and related-tool links. Use the page title/URL as the primary keyword, then add examples and internal links to help Google understand the page. No GSC impressions yet: link to this page from relevant hubs and related tools, then monitor for 2-4 weeks."
P3,https://anyconverter.io/regex-tester/,regex-tester\index.html,en,tool,yes,,,,,Regex Tester & Log Extractor  —,,Regex Tester & Log Extractor Online — Free | AnyConverter,57,158,Regex Tester & Log Extractor,423,Thin visible content (423 words); No reliable matched GSC query data yet,"Add a concise SEO section with use cases, examples, limitations, FAQs, and related-tool links. Use the page title/URL as the primary keyword, then add examples and internal links to help Google understand the page. No GSC impressions yet: link to this page from relevant hubs and related tools, then monitor for 2-4 weeks."
P3,https://anyconverter.io/rotate-pdf/,rotate-pdf\index.html,en,tool,yes,,,,,Rotate PDF Pages,,Rotate PDF Pages Online Free | AnyConverter,43,151,Rotate PDF Pages,253,Thin visible content (253 words); No reliable matched GSC query data yet,"Add a concise SEO section with use cases, examples, limitations, FAQs, and related-tool links. Use the page title/URL as the primary keyword, then add examples and internal links to help Google understand the page. No GSC impressions yet: link to this page from relevant hubs and related tools, then monitor for 2-4 weeks."
P3,https://anyconverter.io/sign-pdf/,sign-pdf\index.html,en,tool,yes,,,,,Sign PDF,,Sign PDF Online Free | AnyConverter,35,136,Sign PDF Online,270,Thin visible content (270 words); No reliable matched GSC query data yet,"Add a concise SEO section with use cases, examples, limitations, FAQs, and related-tool links. Use the page title/URL as the primary keyword, then add examples and internal links to help Google understand the page. No GSC impressions yet: link to this page from relevant hubs and related tools, then monitor for 2-4 weeks."
P3,https://anyconverter.io/timestamp-converter/,timestamp-converter\index.html,en,tool,yes,,,,,converter online,,Unix Timestamp Converter Online — Free | AnyConverter,53,147,Unix Timestamp Converter,414,Thin visible content (414 words); Primary GSC keyword not fully aligned on-page,"Add a concise SEO section with use cases, examples, limitations, FAQs, and related-tool links. Use 'converter online' naturally in the title/meta/H1 or first SEO section where it reads well. No GSC impressions yet: link to this page from relevant hubs and related tools, then monitor for 2-4 weeks."
P3,https://anyconverter.io/word-counter/,word-counter\index.html,en,tool,yes,,,,,Word Counter,,Word Counter Online Free | AnyConverter,39,152,Word Counter,396,Thin visible content (396 words); No reliable matched GSC query data yet,"Add a concise SEO section with use cases, examples, limitations, FAQs, and related-tool links. Use the page title/URL as the primary keyword, then add examples and internal links to help Google understand the page. No GSC impressions yet: link to this page from relevant hubs and related tools, then monitor for 2-4 weeks."
P3,https://anyconverter.io/world-clock/,world-clock\index.html,en,tool,yes,,,,,World Clock,,World Clock Online Free | AnyConverter,38,149,World Clock,283,Thin visible content (283 words); No reliable matched GSC query data yet,"Add a concise SEO section with use cases, examples, limitations, FAQs, and related-tool links. Use the page title/URL as the primary keyword, then add examples and internal links to help Google understand the page. No GSC impressions yet: link to this page from relevant hubs and related tools, then monitor for 2-4 weeks."
P3,https://anyconverter.io/xml-formatter/,xml-formatter\index.html,en,tool,yes,,,,,XML Formatter & Validator  —,,XML Formatter & Validator Online — Free | AnyConverter,54,145,XML Formatter & Validator,391,Thin visible content (391 words); No reliable matched GSC query data yet,"Add a concise SEO section with use cases, examples, limitations, FAQs, and related-tool links. Use the page title/URL as the primary keyword, then add examples and internal links to help Google understand the page. No GSC impressions yet: link to this page from relevant hubs and related tools, then monitor for 2-4 weeks."
P4,https://anyconverter.io/es/,es\index.html,es,hub,yes,0,29,0%,48.52,"Herramientas de Conversión — JSON, PDF, Imagen",,"Herramientas de Conversión — JSON, PDF, Imagen | AnyConverter",61,137,"Herramientas Online Gratuitas — Convierte, Calcula y Crea",656,,
P4,https://anyconverter.io/da/,da\index.html,da,hub,yes,0,9,0%,58.78,konverter pdf til billede,generer qr kode,"Gratis Konverteringsværktøjer — JSON, PDF, Billede | AnyConverter",65,125,"Gratis Online Værktøjer — Konverter, Beregn og Skab",572,Primary GSC keyword not fully aligned on-page,Use 'konverter pdf til billede' naturally in the title/meta/H1 or first SEO section where it reads well.
P4,https://anyconverter.io/contact/,contact\index.html,en,support,yes,,,,,Contact Us —,,Contact Us — AnyConverter,25,131,Get in Touch,157,,
P4,https://anyconverter.io/cookies/,cookies\index.html,en,support,yes,,,,,Cookie Policy —,,Cookie Policy — AnyConverter,28,12,Cookie Policy,400,,
P4,https://anyconverter.io/da/about/,da\about\index.html,da,support,yes,,,,,Om Os —,,Om Os — AnyConverter | Gratis Online Værktøjer,46,154,Bygget for Alle. Gratis for Altid.,384,,
P4,https://anyconverter.io/da/blog/,da\blog\index.html,da,support,yes,,,,,"Blog — Tips, Guides og Opdateringer",,"Blog — Tips, Guides og Opdateringer | AnyConverter",50,157,"Tips, Guides og Opdateringer",261,,
P4,https://anyconverter.io/da/contact/,da\contact\index.html,da,support,yes,,,,,Kontakt Os —,,Kontakt Os — AnyConverter,25,138,Skriv til Os,152,,
P4,https://anyconverter.io/da/cookies/,da\cookies\index.html,da,support,yes,,,,,Cookiepolitik —,,Cookiepolitik — AnyConverter,28,141,Cookiepolitik,385,,
P4,https://anyconverter.io/da/faq/,da\faq\index.html,da,support,yes,,,,,Ofte Stillede Spørgsmål —,,Ofte Stillede Spørgsmål — AnyConverter,38,126,Ofte Stillede Spørgsmål,608,,
P4,https://anyconverter.io/da/press/,da\press\index.html,da,support,yes,,,,,Pressepakke —,,Pressepakke — AnyConverter,26,132,Pressepakke,369,,
P4,https://anyconverter.io/da/privacy/,da\privacy\index.html,da,support,yes,,,,,Privatlivspolitik —,,Privatlivspolitik — AnyConverter,32,153,Privatlivspolitik,629,,
P4,https://anyconverter.io/da/security/,da\security\index.html,da,support,yes,,,,,Sikkerhed —,,Sikkerhed — AnyConverter,24,123,Sikkerhed hos AnyConverter,464,,
P4,https://anyconverter.io/da/terms/,da\terms\index.html,da,support,yes,,,,,Servicevilkår —,,Servicevilkår — AnyConverter,28,154,Servicevilkår,587,,
P4,https://anyconverter.io/es/blog/,es\blog\index.html,es,support,yes,,,,,"Blog — Consejos, Guías y Actualizaciones",,"Blog — Consejos, Guías y Actualizaciones | AnyConverter",55,156,"Consejos, Guías y Actualizaciones",303,,
P4,https://anyconverter.io/es/contact/,es\contact\index.html,es,support,yes,,,,,Contáctanos —,,Contáctanos — AnyConverter,26,151,Ponte en Contacto,158,,
P4,https://anyconverter.io/es/cookies/,es\cookies\index.html,es,support,yes,,,,,Política de Cookies —,,Política de Cookies — AnyConverter,34,152,Política de Cookies,444,,
P4,https://anyconverter.io/es/faq/,es\faq\index.html,es,support,yes,,,,,Preguntas Frecuentes —,,Preguntas Frecuentes — AnyConverter,35,159,Preguntas Frecuentes,671,,
P4,https://anyconverter.io/es/press/,es\press\index.html,es,support,yes,,,,,Kit de Prensa —,,Kit de Prensa — AnyConverter,28,144,Kit de Prensa,494,,
P4,https://anyconverter.io/es/privacy/,es\privacy\index.html,es,support,yes,,,,,Política de Privacidad —,,Política de Privacidad — AnyConverter,37,157,Política de Privacidad,745,,
P4,https://anyconverter.io/es/security/,es\security\index.html,es,support,yes,,,,,Seguridad —,,Seguridad — AnyConverter,24,143,Seguridad en AnyConverter,544,,
P4,https://anyconverter.io/es/terms/,es\terms\index.html,es,support,yes,,,,,Términos de Servicio —,,Términos de Servicio — AnyConverter,35,151,Términos de Servicio,659,,
P4,https://anyconverter.io/faq/,faq\index.html,en,support,yes,,,,,Frequently Asked Questions —,,Frequently Asked Questions — AnyConverter,41,121,Frequently Asked Questions,634,,
